vehicle_id,date,daily_miles,total_mileage,engine_temp,oil_level,error_code,hardware_failure
V022,2025-03-15,97.59,1241.32,79.61,3.92,P0420,0
V022,2025-03-16,93.14,1334.45,89.14,4.03,NONE,0
V022,2025-03-17,57.77,1392.22,84.82,3.15,NONE,0
V022,2025-03-18,116.19,1508.41,77.63,3.78,NONE,0
V022,2025-03-19,43.2,1551.61,84.84,4.34,NONE,0
V022,2025-03-20,81.28,1632.9,83.2,4.85,P0455,0
V022,2025-03-21,77.74,1710.63,78.5,2.73,P0420,1
V022,2025-03-22,97.05,1807.68,95.6,3.52,P0420,0
V022,2025-03-23,99.17,1906.85,85.26,2.99,NONE,0
V022,2025-03-24,98.72,2005.58,85.92,3.99,NONE,0
V022,2025-03-25,74.05,2079.63,91.56,4.37,P0300,0
V022,2025-03-26,82.89,2162.51,89.13,2.95,NONE,0
V022,2025-03-27,63.36,2225.87,81.81,3.12,P0171,0
V022,2025-03-28,90.45,2316.33,75.83,3.97,P0171,0
V022,2025-03-29,118.41,2434.73,78.89,2.7,NONE,0
V022,2025-03-30,50.22,2484.95,85.47,3.21,P0300,1
V022,2025-03-31,104.79,2589.74,83.02,2.53,NONE,0
V022,2025-04-01,106.74,2696.48,90.91,4.5,P0171,1
V022,2025-04-02,126.07,2822.55,77.6,4.16,P0300,1
V022,2025-04-03,89.59,2912.15,85.99,4.99,P0300,0
V022,2025-04-04,60.53,2972.68,90.04,4.7,P0420,0
V022,2025-04-05,74.47,3047.15,87.25,3.05,P0455,0
V022,2025-04-06,121.0,3168.14,85.0,3.1,NONE,0
V022,2025-04-07,95.84,3263.98,88.93,3.28,P0455,0
V022,2025-04-08,53.01,3316.99,82.92,4.94,NONE,0
V022,2025-04-09,91.19,3408.18,85.94,3.26,NONE,0
V022,2025-04-10,93.86,3502.04,88.67,4.23,NONE,0
V022,2025-04-11,78.09,3580.13,87.08,2.83,P0300,0
V022,2025-04-12,103.9,3684.03,89.47,3.94,NONE,0
V022,2025-04-13,80.44,3764.47,77.7,3.28,NONE,0
V022,2025-04-14,117.96,3882.43,80.26,4.36,NONE,0
V022,2025-04-15,69.97,3952.4,77.91,3.17,NONE,0
V022,2025-04-16,91.93,4044.33,81.83,4.77,NONE,0
V022,2025-04-17,106.83,4151.16,81.54,4.74,P0420,0
V022,2025-04-18,73.22,4224.37,86.85,4.89,NONE,0
V022,2025-04-19,49.84,4274.21,79.22,2.66,P0420,0
V022,2025-04-20,60.2,4334.41,84.82,3.12,P0171,0
V022,2025-04-21,99.8,4434.22,82.07,4.69,P0171,0
V022,2025-04-22,95.66,4529.87,82.84,4.64,P0300,0
V022,2025-04-23,68.7,4598.57,87.12,4.23,P0171,0
V022,2025-04-24,82.99,4681.56,86.82,3.33,NONE,0
V022,2025-04-25,124.41,4805.97,85.04,3.78,P0455,0
V022,2025-04-26,72.8,4878.77,81.36,4.51,NONE,0
V022,2025-04-27,77.42,4956.2,86.7,4.16,NONE,0
V022,2025-04-28,94.63,5050.82,87.95,4.86,P0171,1
V022,2025-04-29,96.34,5147.16,82.87,2.83,P0455,0
V023,2025-03-01,100.59,100.59,89.36,4.19,P0300,0
V023,2025-03-02,91.07,191.66,83.16,2.92,P0420,1
V023,2025-03-03,81.46,273.12,84.25,3.69,P0420,0
V023,2025-03-04,72.99,346.11,90.25,2.92,P0420,0
V023,2025-03-05,83.57,429.68,91.15,2.97,NONE,0
V023,2025-03-06,81.82,511.5,94.03,4.01,P0171,1
V023,2025-03-07,105.51,617.01,84.24,4.57,P0171,0
V023,2025-03-08,68.14,685.15,86.57,4.6,NONE,0
V023,2025-03-09,104.36,789.51,90.29,3.41,NONE,0
V023,2025-03-10,87.23,876.74,88.04,2.78,NONE,0
V023,2025-03-11,98.66,975.4,83.89,2.62,P0420,0
V023,2025-03-12,81.45,1056.86,85.94,4.08,P0171,0
V023,2025-03-13,61.67,1118.53,80.82,4.86,NONE,0
V023,2025-03-14,99.93,1218.46,81.35,3.48,NONE,0
V023,2025-03-15,88.48,1306.94,85.2,3.42,NONE,0
V023,2025-03-16,52.63,1359.58,78.73,3.8,NONE,0
V023,2025-03-17,100.25,1459.83,84.21,3.76,NONE,0
V023,2025-03-18,57.25,1517.08,85.12,4.96,P0171,0
V023,2025-03-19,76.37,1593.45,84.47,4.16,NONE,0
V023,2025-03-20,48.93,1642.38,93.73,3.56,NONE,0
V023,2025-03-21,67.56,1709.94,87.91,4.55,NONE,0
V023,2025-03-22,60.09,1770.03,94.14,3.65,P0300,0
V023,2025-03-23,97.16,1867.19,80.86,3.78,P0300,0
V023,2025-03-24,97.93,1965.12,76.64,4.99,NONE,0
V023,2025-03-25,95.86,2060.98,84.39,3.36,NONE,0
V023,2025-03-26,51.82,2112.8,82.96,2.5,P0171,1
V023,2025-03-27,65.71,2178.51,87.61,2.8,NONE,0
V023,2025-03-28,82.99,2261.5,83.56,4.82,P0300,0
V023,2025-03-29,60.1,2321.59,84.09,3.78,P0420,0
V023,2025-03-30,55.33,2376.92,77.55,4.05,P0455,1
V023,2025-03-31,68.28,2445.21,86.65,2.59,P0300,0
V023,2025-04-01,77.87,2523.08,82.73,4.51,P0420,0
V023,2025-04-02,66.15,2589.23,75.16,4.19,NONE,0
V023,2025-04-03,102.77,2692.0,85.14,4.67,NONE,0
V023,2025-04-04,85.55,2777.55,84.89,3.71,P0455,1
V023,2025-04-05,84.97,2862.51,76.87,4.98,P0420,0
V023,2025-04-06,60.49,2923.01,91.52,2.52,NONE,0
V023,2025-04-07,51.58,2974.58,82.41,4.55,P0420,0
V023,2025-04-08,100.04,3074.62,82.51,2.5,NONE,0
V023,2025-04-09,58.72,3133.34,81.05,3.08,NONE,0
V023,2025-04-10,44.58,3177.92,87.36,3.54,NONE,0
V023,2025-04-11,98.4,3276.32,83.49,4.76,P0300,0
V023,2025-04-12,38.49,3314.81,84.57,2.77,P0171,0
V023,2025-04-13,58.87,3373.68,79.71,3.3,NONE,0
V023,2025-04-14,89.29,3462.97,82.25,2.81,P0420,0
V023,2025-04-15,62.18,3525.15,86.6,2.68,NONE,0
V023,2025-04-16,83.62,3608.77,91.52,2.69,P0171,0
V023,2025-04-17,75.94,3684.71,86.1,4.63,P0455,0
V023,2025-04-18,80.16,3764.87,83.37,4.42,P0171,0
V023,2025-04-19,67.22,3832.08,80.55,3.22,P0300,0
V023,2025-04-20,52.23,3884.31,77.0,3.86,P0171,1
V023,2025-04-21,89.76,3974.07,80.66,2.92,NONE,0
V023,2025-04-22,80.69,4054.77,75.16,4.49,P0171,0
V023,2025-04-23,95.81,4150.58,91.5,2.89,NONE,0
V023,2025-04-24,62.87,4213.45,85.49,3.44,NONE,0
V023,2025-04-25,69.93,4283.38,84.53,3.18,NONE,0
V023,2025-04-26,72.34,4355.72,84.38,2.95,P0420,0
V023,2025-04-27,91.15,4446.86,84.33,2.85,NONE,0
V023,2025-04-28,72.0,4518.87,86.35,4.95,NONE,0
V023,2025-04-29,106.3,4625.16,82.17,3.36,P0455,0
V024,2025-03-01,56.48,56.48,87.44,2.87,P0420,0
V024,2025-03-02,85.58,142.06,89.31,4.52,NONE,0
V024,2025-03-03,75.95,218.01,82.36,3.28,NONE,0
V024,2025-03-04,51.96,269.97,91.6,2.87,NONE,0
V024,2025-03-05,104.75,374.72,86.9,3.46,NONE,0
V024,2025-03-06,74.44,449.16,83.31,3.09,P0300,0
V024,2025-03-07,99.58,548.74,78.14,4.0,P0455,0
V024,2025-03-08,60.3,609.03,92.02,4.56,P0300,0
V024,2025-03-09,77.0,686.03,77.83,4.5,P0300,0
V024,2025-03-10,73.44,759.47,89.01,4.21,NONE,0
V024,2025-03-11,72.69,832.16,84.24,4.02,P0420,0
V024,2025-03-12,67.92,900.08,78.08,2.7,P0420,0
V024,2025-03-13,70.96,971.04,81.05,2.72,P0455,1
V024,2025-03-14,58.77,1029.82,84.77,3.27,NONE,0
V024,2025-03-15,86.39,1116.21,93.27,4.71,NONE,0
V024,2025-03-16,110.91,1227.11,97.07,2.99,P0420,0
V024,2025-03-17,58.05,1285.16,77.62,4.4,NONE,0
V024,2025-03-18,87.62,1372.79,84.32,4.34,NONE,0
V024,2025-03-19,99.0,1471.79,86.22,2.62,P0171,0
V024,2025-03-20,75.19,1546.98,76.65,3.07,NONE,0
V024,2025-03-21,86.03,1633.02,85.88,3.56,P0171,0
V024,2025-03-22,85.95,1718.97,84.49,3.61,NONE,0
V024,2025-03-23,36.08,1755.04,84.19,4.77,P0300,0
V024,2025-03-24,110.27,1865.31,86.99,4.53,NONE,0
V024,2025-03-25,64.0,1929.31,75.46,4.62,NONE,0
V024,2025-03-26,103.87,2033.18,82.22,4.85,P0171,0
V024,2025-03-27,107.87,2141.05,88.55,4.51,P0455,0
V024,2025-03-28,73.35,2214.4,90.47,2.63,NONE,0
V024,2025-03-29,113.38,2327.78,80.29,3.63,NONE,0
V024,2025-03-30,65.16,2392.94,91.46,4.09,P0455,0
V024,2025-03-31,91.72,2484.66,81.32,3.86,P0300,0
V024,2025-04-01,66.91,2551.57,80.35,4.37,P0300,0
V024,2025-04-02,50.02,2601.59,84.54,4.92,NONE,0
V024,2025-04-03,62.32,2663.91,72.06,4.74,NONE,0
V024,2025-04-04,117.11,2781.02,86.12,3.13,NONE,0
V024,2025-04-05,59.28,2840.3,84.27,3.01,NONE,0
V024,2025-04-06,99.21,2939.51,87.31,3.88,P0455,1
V024,2025-04-07,89.48,3028.98,81.4,4.0,P0300,1
V024,2025-04-08,97.75,3126.73,88.8,4.94,NONE,0
V024,2025-04-09,42.79,3169.53,89.32,4.12,P0300,0
V024,2025-04-10,73.01,3242.54,81.14,4.54,P0455,0
V024,2025-04-11,47.09,3289.62,92.53,3.68,NONE,0
V024,2025-04-12,71.76,3361.38,89.57,4.67,NONE,0
V024,2025-04-13,81.94,3443.32,84.28,4.62,P0420,1
V024,2025-04-14,74.4,3517.72,78.6,2.91,P0455,0
V024,2025-04-15,86.29,3604.01,94.19,4.09,NONE,0
V024,2025-04-16,68.39,3672.4,81.94,2.6,P0420,0
V024,2025-04-17,92.6,3765.0,75.62,4.64,NONE,0
V024,2025-04-18,65.37,3830.37,94.45,4.88,P0455,0
V024,2025-04-19,86.66,3917.03,85.85,3.82,P0455,0
V024,2025-04-20,67.84,3984.87,86.82,3.26,P0300,1
V024,2025-04-21,129.7,4114.57,91.26,4.0,P0455,0
V024,2025-04-22,72.06,4186.62,79.49,4.04,P0455,0
V024,2025-04-23,81.54,4268.16,85.62,3.98,P0455,1
V024,2025-04-24,91.36,4359.52,79.75,4.06,NONE,0
V024,2025-04-25,75.01,4434.54,97.51,3.82,NONE,0
V024,2025-04-26,84.86,4519.39,74.59,2.99,NONE,0
V024,2025-04-27,69.56,4588.96,87.53,2.71,NONE,0
V024,2025-04-28,118.47,4707.43,81.13,3.59,NONE,0
V024,2025-04-29,88.87,4796.3,76.49,3.37,NONE,0
V025,2025-03-01,38.7,38.7,85.14,4.34,P0455,0
V025,2025-03-02,79.41,118.1,82.27,3.34,P0300,0
V025,2025-03-03,112.87,230.97,86.8,3.71,P0171,0
V025,2025-03-04,127.82,358.79,86.89,3.09,NONE,0
V025,2025-03-05,25.91,384.7,81.85,2.69,P0171,0
V025,2025-03-06,65.7,450.4,81.95,3.76,P0455,0
V025,2025-03-07,60.3,510.7,85.99,2.59,P0420,0
V025,2025-03-08,103.55,614.25,83.94,3.16,NONE,0
V025,2025-03-09,69.65,683.89,84.56,3.62,NONE,0
V025,2025-03-10,113.69,797.59,94.22,3.33,NONE,0
V025,2025-03-11,66.43,864.01,83.41,3.42,P0171,0
V025,2025-03-12,84.35,948.36,83.37,4.92,NONE,0
V025,2025-03-13,111.97,1060.33,89.01,3.21,NONE,0
V025,2025-03-14,65.43,1125.76,95.74,3.71,NONE,0
V025,2025-03-15,63.81,1189.57,89.78,3.3,P0300,0
V025,2025-03-16,97.47,1287.04,84.85,4.03,P0171,0
V025,2025-03-17,47.68,1334.73,86.5,3.36,P0420,0
V025,2025-03-18,83.85,1418.58,90.72,3.79,P0420,0
V025,2025-03-19,77.91,1496.49,86.97,4.01,P0420,0
V025,2025-03-20,84.71,1581.2,82.3,4.83,NONE,0
V025,2025-03-21,59.61,1640.8,86.03,3.95,P0420,0
V025,2025-03-22,69.98,1710.78,92.13,4.7,P0300,0
V025,2025-03-23,95.0,1805.78,86.4,4.06,P0455,0
V025,2025-03-24,72.08,1877.85,81.16,3.0,P0420,0
V025,2025-03-25,83.79,1961.64,86.49,4.19,NONE,0
V025,2025-03-26,61.71,2023.35,82.12,4.39,P0420,0
V025,2025-03-27,49.25,2072.6,84.28,4.04,P0300,1
V025,2025-03-28,78.14,2150.74,83.77,3.67,P0420,0
V025,2025-03-29,72.23,2222.98,83.47,3.01,NONE,0
V025,2025-03-30,71.85,2294.83,92.36,3.91,P0455,0
V025,2025-03-31,106.22,2401.05,83.88,4.71,NONE,0
V025,2025-04-01,81.6,2482.65,80.7,4.78,P0300,0
V025,2025-04-02,102.79,2585.44,83.06,2.83,P0455,0
V025,2025-04-03,83.34,2668.78,87.09,3.41,P0300,0
V025,2025-04-04,77.73,2746.51,86.11,3.33,P0171,0
V025,2025-04-05,100.35,2846.86,88.85,4.82,P0171,0
V025,2025-04-06,91.91,2938.77,82.05,4.35,P0420,0
V025,2025-04-07,76.77,3015.54,81.88,3.21,NONE,0
V025,2025-04-08,107.02,3122.56,89.43,4.94,P0171,0
V025,2025-04-09,104.24,3226.81,82.53,3.59,P0300,0
V025,2025-04-10,75.99,3302.8,86.16,4.87,P0420,1
V025,2025-04-11,66.48,3369.27,79.53,4.39,P0420,0
V025,2025-04-12,111.18,3480.45,77.35,3.61,NONE,0
V025,2025-04-13,63.19,3543.64,88.75,2.65,NONE,0
V025,2025-04-14,75.15,3618.78,75.55,2.92,NONE,0
V025,2025-04-15,56.83,3675.62,76.59,2.64,P0171,0
V025,2025-04-16,99.16,3774.77,86.04,2.88,NONE,0
V025,2025-04-17,113.69,3888.46,90.0,3.55,NONE,0
V025,2025-04-18,65.3,3953.76,93.28,3.76,NONE,0
V025,2025-04-19,74.36,4028.12,85.49,3.42,P0171,1
V025,2025-04-20,78.88,4107.0,86.69,3.75,P0420,0
V025,2025-04-21,85.12,4192.13,87.42,3.96,NONE,0
V025,2025-04-22,87.63,4279.75,86.56,3.64,P0171,0
V025,2025-04-23,32.85,4312.61,82.43,4.92,P0171,1
V025,2025-04-24,69.7,4382.31,86.22,4.66,P0455,1
V025,2025-04-25,64.68,4446.99,84.83,3.87,P0455,0
V025,2025-04-26,99.8,4546.8,83.91,3.01,P0171,0
V025,2025-04-27,84.46,4631.26,91.31,2.64,NONE,0
V025,2025-04-28,80.26,4711.52,87.4,3.23,P0455,0
V025,2025-04-29,102.92,4814.44,84.51,3.26,P0455,0
V026,2025-03-01,74.05,74.05,83.77,3.24,NONE,0
V026,2025-03-02,76.94,151.0,92.54,3.07,P0300,0
V026,2025-03-03,70.32,221.31,80.17,4.85,P0171,0
V026,2025-03-04,53.42,274.73,84.69,4.73,P0420,0
V026,2025-03-05,116.27,391.0,83.29,4.96,P0420,0
V026,2025-03-06,60.56,451.55,89.91,2.96,P0300,0
V026,2025-03-07,70.42,521.98,86.8,3.67,P0171,0
V026,2025-03-08,53.82,575.8,94.67,2.57,NONE,0
V026,2025-03-09,87.92,663.72,86.32,3.58,NONE,0
V026,2025-03-10,45.84,709.56,98.19,3.47,P0300,0
V026,2025-03-11,101.95,811.5,77.17,4.82,NONE,0
V026,2025-03-12,80.22,891.72,87.81,3.63,P0171,0
V026,2025-03-13,84.87,976.59,79.55,3.21,P0300,0
V026,2025-03-14,66.48,1043.08,77.14,5.0,P0455,1
V026,2025-03-15,82.21,1125.29,81.87,2.71,P0455,0
V026,2025-03-16,75.9,1201.18,79.13,3.78,P0171,0
V026,2025-03-17,62.86,1264.05,79.37,2.72,NONE,0
V026,2025-03-18,76.81,1340.85,87.15,3.93,NONE,0
V026,2025-03-19,80.91,1421.76,87.79,2.54,P0420,0
V026,2025-03-20,73.22,1494.98,76.79,4.23,P0455,0
V026,2025-03-21,86.49,1581.47,75.98,3.83,P0455,0
V026,2025-03-22,56.48,1637.95,83.32,4.94,P0455,0
V026,2025-03-23,79.89,1717.84,90.89,4.01,NONE,0
V026,2025-03-24,84.88,1802.72,77.39,4.24,NONE,0
V026,2025-03-25,85.53,1888.25,85.04,4.03,P0420,0
V026,2025-03-26,105.73,1993.98,81.95,2.93,NONE,0
V026,2025-03-27,48.74,2042.72,79.1,3.58,P0171,0
V026,2025-03-28,78.3,2121.03,92.55,4.49,NONE,0
V026,2025-03-29,43.16,2164.19,89.46,4.52,NONE,0
V026,2025-03-30,64.81,2229.0,81.39,3.76,NONE,0
V026,2025-03-31,83.29,2312.28,95.98,3.61,NONE,0
V026,2025-04-01,81.44,2393.72,87.36,4.66,NONE,0
V026,2025-04-02,84.19,2477.91,79.54,4.67,NONE,0
V026,2025-04-03,112.63,2590.54,88.11,3.43,P0455,0
V026,2025-04-04,78.17,2668.71,80.56,3.49,NONE,0
V026,2025-04-05,72.38,2741.09,87.73,4.92,NONE,0
V026,2025-04-06,95.19,2836.28,83.54,4.92,NONE,0
V026,2025-04-07,42.25,2878.53,82.02,3.82,P0455,0
V026,2025-04-08,57.58,2936.11,89.65,4.34,NONE,0
V026,2025-04-09,48.53,2984.64,78.89,3.29,NONE,0
V026,2025-04-10,39.56,3024.2,84.49,2.98,P0455,0
V026,2025-04-11,53.58,3077.78,74.38,3.94,P0455,0
V026,2025-04-12,103.19,3180.97,89.87,4.02,P0455,0
V026,2025-04-13,85.24,3266.21,81.95,2.66,P0171,1
V026,2025-04-14,110.18,3376.4,88.03,3.03,NONE,0
V026,2025-04-15,77.22,3453.62,91.03,3.04,P0300,1
V026,2025-04-16,104.13,3557.75,77.36,3.86,NONE,0
V026,2025-04-17,72.36,3630.1,81.6,3.1,NONE,0
V026,2025-04-18,71.53,3701.63,78.17,4.26,P0300,1
V026,2025-04-19,68.29,3769.93,78.8,3.48,P0420,0
V026,2025-04-20,67.4,3837.32,88.66,2.67,P0171,0
V026,2025-04-21,57.26,3894.58,80.54,3.76,P0171,0
V026,2025-04-22,89.89,3984.48,86.92,4.61,P0455,0
V026,2025-04-23,107.89,4092.37,79.77,3.28,NONE,0
V026,2025-04-24,83.09,4175.46,83.32,2.52,NONE,0
V026,2025-04-25,45.58,4221.03,80.42,4.23,NONE,0
V026,2025-04-26,64.75,4285.78,90.18,4.53,NONE,0
V026,2025-04-27,70.69,4356.47,76.06,4.32,NONE,0
V026,2025-04-28,93.63,4450.1,79.23,4.02,NONE,0
V026,2025-04-29,88.44,4538.54,92.78,3.19,P0300,0
V027,2025-03-01,38.73,38.73,83.41,3.95,P0455,0
V027,2025-03-02,83.4,122.14,89.78,4.08,NONE,0
V027,2025-03-03,66.92,189.06,85.14,3.08,P0171,0
V027,2025-03-04,40.68,229.74,84.59,2.95,P0420,0
V027,2025-03-05,39.28,269.02,85.24,3.15,P0171,0
V027,2025-03-06,58.01,327.02,84.46,4.82,P0420,0
V027,2025-03-07,88.08,415.11,88.58,2.77,NONE,0
V027,2025-03-08,92.99,508.09,87.91,4.42,NONE,0
V027,2025-03-09,86.15,594.24,80.88,4.59,NONE,0
V027,2025-03-10,117.18,711.42,89.91,3.65,NONE,0
V027,2025-03-11,69.49,780.91,85.16,4.1,NONE,0
V027,2025-03-12,77.5,858.41,80.98,3.23,NONE,0
V027,2025-03-13,58.16,916.57,85.68,4.23,NONE,0
V027,2025-03-14,69.99,986.56,87.19,2.76,NONE,0
V027,2025-03-15,32.57,1019.13,95.21,2.77,P0420,0
V027,2025-03-16,97.78,1116.9,86.81,4.57,P0300,0
V027,2025-03-17,66.66,1183.57,85.99,2.78,P0420,0
V027,2025-03-18,71.88,1255.44,81.92,3.46,P0300,0
V027,2025-03-19,82.92,1338.36,87.93,4.59,P0420,0
V027,2025-03-20,67.53,1405.89,86.69,4.34,NONE,0
V027,2025-03-21,96.79,1502.68,78.21,3.35,P0300,0
V027,2025-03-22,86.42,1589.1,84.18,2.56,P0171,0
V027,2025-03-23,101.6,1690.7,89.71,4.59,P0420,0
V027,2025-03-24,106.61,1797.31,91.61,2.82,NONE,0
V027,2025-03-25,77.5,1874.81,89.23,2.6,NONE,0
V027,2025-03-26,101.63,1976.44,82.72,4.25,P0420,0
V027,2025-03-27,66.63,2043.07,84.69,3.57,P0455,0
V027,2025-03-28,95.53,2138.61,84.72,4.1,P0171,0
V027,2025-03-29,85.24,2223.85,75.25,2.67,P0171,0
V027,2025-03-30,78.64,2302.49,86.15,3.69,NONE,0
V027,2025-03-31,107.39,2409.88,79.57,4.16,NONE,0
V027,2025-04-01,60.17,2470.05,89.6,3.29,P0300,0
V027,2025-04-02,87.01,2557.06,80.78,2.6,P0420,0
V027,2025-04-03,100.03,2657.09,86.32,4.73,NONE,0
V027,2025-04-04,44.38,2701.47,73.85,2.69,P0420,0
V027,2025-04-05,99.92,2801.38,87.65,3.11,NONE,0
V027,2025-04-06,103.47,2904.85,83.64,4.69,P0420,0
V027,2025-04-07,86.22,2991.07,77.11,2.98,P0300,0
V027,2025-04-08,91.04,3082.1,88.4,2.62,P0455,0
V027,2025-04-09,75.75,3157.85,90.89,3.36,P0455,0
V027,2025-04-10,62.43,3220.29,85.5,4.39,P0300,1
V027,2025-04-11,54.53,3274.81,86.68,2.97,NONE,0
V027,2025-04-12,102.99,3377.81,86.48,2.54,P0455,0
V027,2025-04-13,81.91,3459.72,82.03,4.55,NONE,0
V027,2025-04-14,56.86,3516.58,78.33,3.99,NONE,0
V027,2025-04-15,94.94,3611.52,91.99,3.95,P0455,0
V027,2025-04-16,96.86,3708.38,90.81,3.01,P0300,1
V027,2025-04-17,62.61,3771.0,83.29,2.82,P0171,0
V027,2025-04-18,97.0,3868.0,87.09,4.91,P0171,1
V027,2025-04-19,57.07,3925.07,87.33,2.76,NONE,0
V027,2025-04-20,86.46,4011.54,91.42,4.05,P0300,1
V027,2025-04-21,94.14,4105.68,89.9,4.59,P0455,0
V027,2025-04-22,70.78,4176.46,88.78,4.1,P0300,0
V027,2025-04-23,83.99,4260.45,84.6,2.58,P0171,0
V027,2025-04-24,56.11,4316.56,86.43,4.28,P0300,0
V027,2025-04-25,69.32,4385.88,81.73,3.74,P0420,0
V027,2025-04-26,88.41,4474.29,82.11,3.75,NONE,0
V027,2025-04-27,55.27,4529.56,88.38,2.89,NONE,0
V027,2025-04-28,97.13,4626.7,93.39,4.39,NONE,0
V027,2025-04-29,69.85,4696.54,75.7,3.51,NONE,0
V028,2025-03-01,60.82,60.82,78.24,3.91,NONE,0
V028,2025-03-02,86.29,147.11,84.06,3.16,P0455,0
V028,2025-03-03,93.81,240.92,86.33,2.92,NONE,0
V028,2025-03-04,79.02,319.94,87.45,4.86,NONE,0
V028,2025-03-05,56.26,376.2,90.29,2.97,NONE,0
V028,2025-03-06,68.53,444.73,83.62,2.86,NONE,0
V028,2025-03-07,76.44,521.17,80.44,4.49,P0300,0
V028,2025-03-08,57.13,578.3,87.71,2.74,NONE,0
V028,2025-03-09,70.25,648.55,90.37,4.14,P0300,0
V028,2025-03-10,119.46,768.0,87.08,4.21,NONE,0
V028,2025-03-11,52.24,820.24,88.82,2.6,NONE,0
V028,2025-03-12,99.45,919.7,84.45,3.92,P0171,0
V028,2025-03-13,90.02,1009.71,80.61,4.19,P0300,0
V028,2025-03-14,58.18,1067.9,88.97,4.5,NONE,0
V028,2025-03-15,84.33,1152.23,83.48,4.78,P0420,0
V028,2025-03-16,110.47,1262.7,78.17,3.58,NONE,0
V028,2025-03-17,43.58,1306.28,82.01,4.41,P0420,0
V028,2025-03-18,82.64,1388.92,84.43,4.34,NONE,0
V028,2025-03-19,77.99,1466.91,84.71,3.17,P0420,0
V028,2025-03-20,84.66,1551.57,88.6,4.3,NONE,0
V028,2025-03-21,97.46,1649.03,80.17,2.57,P0455,0
V028,2025-03-22,109.0,1758.02,77.87,2.87,P0300,0
V028,2025-03-23,69.25,1827.27,88.28,4.13,P0171,0
V028,2025-03-24,112.58,1939.85,76.96,2.77,NONE,0
V028,2025-03-25,95.84,2035.69,82.15,5.0,NONE,0
V028,2025-03-26,66.27,2101.96,80.78,4.16,P0420,1
V028,2025-03-27,109.04,2211.0,85.07,2.84,P0171,0
V028,2025-03-28,69.87,2280.87,80.75,2.75,NONE,0
V028,2025-03-29,96.18,2377.05,82.08,3.45,P0300,1
V028,2025-03-30,74.92,2451.97,81.69,4.95,P0420,0
V028,2025-03-31,56.46,2508.43,94.1,2.92,P0455,0
V028,2025-04-01,73.23,2581.65,84.14,2.64,P0300,1
V028,2025-04-02,84.19,2665.84,80.08,4.82,NONE,0
V028,2025-04-03,104.56,2770.4,84.94,3.61,NONE,0
V028,2025-04-04,100.43,2870.83,89.59,2.93,P0171,0
V028,2025-04-05,107.28,2978.11,78.11,2.68,P0455,0
V028,2025-04-06,90.92,3069.03,74.14,4.99,P0171,0
V028,2025-04-07,106.91,3175.94,84.46,3.58,P0300,0
V028,2025-04-08,88.44,3264.37,91.55,4.72,P0171,0
V028,2025-04-09,114.6,3378.97,77.61,4.08,P0300,1
V028,2025-04-10,58.16,3437.13,83.73,2.73,P0171,0
V028,2025-04-11,65.33,3502.46,81.65,4.34,NONE,0
V028,2025-04-12,81.36,3583.82,74.9,2.91,P0420,0
V028,2025-04-13,74.69,3658.51,90.18,4.41,P0420,0
V028,2025-04-14,81.12,3739.62,83.45,3.64,P0455,1
V028,2025-04-15,75.21,3814.83,85.04,3.56,NONE,0
V028,2025-04-16,70.93,3885.76,93.63,4.33,P0420,0
V028,2025-04-17,93.43,3979.19,82.14,3.97,NONE,0
V028,2025-04-18,66.66,4045.85,81.34,4.07,NONE,0
V028,2025-04-19,73.86,4119.71,91.0,3.15,NONE,0
V028,2025-04-20,87.73,4207.43,89.19,3.62,P0171,0
V028,2025-04-21,51.06,4258.5,84.7,4.07,P0171,0
V028,2025-04-22,39.65,4298.15,70.84,3.91,NONE,0
V028,2025-04-23,114.97,4413.12,83.05,3.97,NONE,0
V028,2025-04-24,52.15,4465.27,84.83,3.66,P0420,0
V028,2025-04-25,85.64,4550.9,84.14,3.34,NONE,0
V028,2025-04-26,80.91,4631.82,88.12,4.08,P0420,0
V028,2025-04-27,58.5,4690.32,85.62,3.44,P0300,0
V028,2025-04-28,84.92,4775.24,80.99,3.62,P0300,0
V028,2025-04-29,66.17,4841.41,88.44,2.91,P0171,0
V029,2025-03-01,94.37,94.37,84.21,4.28,P0455,0
V029,2025-03-02,91.17,185.54,71.89,2.71,NONE,0
V029,2025-03-03,93.05,278.59,76.84,2.77,P0455,0
V029,2025-03-04,54.84,333.43,88.66,4.29,NONE,0
V029,2025-03-05,93.86,427.28,90.53,4.04,P0455,0
V029,2025-03-06,56.52,483.8,81.06,4.97,NONE,0
V029,2025-03-07,109.42,593.22,81.5,4.21,P0300,0
V029,2025-03-08,66.51,659.73,81.28,3.2,NONE,0
V029,2025-03-09,51.13,710.86,82.59,2.55,NONE,0
V029,2025-03-10,54.57,765.43,78.76,2.52,P0455,0
V029,2025-03-11,99.03,864.46,87.63,2.87,NONE,0
V029,2025-03-12,88.67,953.13,82.46,4.04,P0455,0
V029,2025-03-13,82.53,1035.66,82.65,3.27,NONE,0
V029,2025-03-14,105.71,1141.36,81.87,4.53,P0420,1
V029,2025-03-15,91.55,1232.91,84.36,3.52,P0455,1
V029,2025-03-16,78.15,1311.06,92.78,4.74,NONE,0
V029,2025-03-17,67.83,1378.9,87.96,4.51,P0455,0
V029,2025-03-18,70.74,1449.63,88.85,4.88,P0300,0
V029,2025-03-19,127.77,1577.4,90.92,4.11,P0300,1
